Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,ambient_temp,load_density,humidity,shift_encoded,temp_load_stress,humidity_wear,night_load
0,300.2,310.5,1416,46.7,90,0,25.43,0.873,55.29,1,22.2,4976.1,0
1,300.1,310.4,1556,38.1,92,0,25.5,0.718,65.94,2,18.309,6066.48,1
0,300.1,310.5,1627,29.2,95,0,24.09,0.616,63.72,0,14.839,6053.4,0
0,300.1,310.6,1809,24.3,97,0,28.49,0.62,47.38,1,17.664,4595.86,0
1,300.1,310.5,1329,57.4,99,0,26.32,0.764,50.5,2,20.108,4999.5,1
2,300.0,310.4,1881,21.9,102,0,24.7,0.914,43.87,0,22.576,4474.74,0
0,300.1,310.5,1500,39.8,107,0,23.76,0.564,40.36,1,13.401,4318.52,0
0,300.1,310.5,1532,36.0,109,0,25.14,0.482,60.79,2,12.117,6626.11,0
0,300.1,310.5,1492,50.9,111,0,32.49,0.882,58.92,0,28.656,6540.12,0
0,300.2,310.6,1431,42.3,113,0,25.36,0.382,62.61,1,9.688,7074.93,0
0,300.1,310.4,1554,39.4,115,0,25.94,0.499,67.82,2,12.944,7799.3,0
0,300.1,310.5,1494,44.2,117,0,26.17,0.613,62.74,0,16.042,7340.58,0
0,300.1,310.6,1374,45.4,119,0,29.36,0.416,63.63,1,12.214,7571.97,0
0,300.1,310.5,1394,44.3,121,0,29.82,0.817,34.22,2,24.363,4140.62,1
1,300.0,310.5,1790,25.7,123,0,15.82,0.779,51.93,0,12.324,6387.39,0
0,300.1,310.5,1356,45.8,126,0,32.09,0.564,64.65,1,18.099,8145.9,0
1,300.0,310.4,1385,52.1,128,0,33.75,0.842,43.32,2,28.418,5544.96,1
0,300.0,310.4,1333,49.1,131,0,23.8,0.867,55.92,0,20.635,7325.52,0
0,300.0,310.4,1505,44.9,133,0,24.11,0.633,60.19,1,15.262,8005.27,0
0,300.0,310.5,1606,33.5,135,0,26.2,0.582,59.43,2,15.248,8023.05,0
2,300.0,310.5,1558,36.7,137,0,24.98,0.989,58.69,0,24.705,8040.53,0
0,300.0,310.5,1412,52.4,142,0,28.9,0.758,60.99,1,21.906,8660.58,0
0,299.9,310.4,1408,38.4,144,0,20.21,0.688,56.81,2,13.904,8180.64,0
0,299.9,310.3,1268,53.3,146,0,23.53,0.855,40.37,0,20.118,5894.02,0
0,299.9,310.4,1470,50.0,148,0,34.16,0.695,60.07,1,23.741,8890.36,0
0,299.9,310.4,1497,47.0,150,0,24.29,0.574,57.85,2,13.942,8677.5,0
0,299.9,310.3,1638,29.1,152,0,32.97,0.662,40.5,0,21.826,6156.0,0
2,299.9,310.3,1535,43.9,154,0,29.42,0.806,68.8,1,23.713,10595.2,0
0,299.8,310.2,1654,32.7,159,0,20.76,0.351,60.34,2,7.287,9594.06,0
2,299.8,310.2,1411,49.7,161,0,30.54,0.607,41.2,0,18.538,6633.2,0
0,299.8,310.2,1911,23.5,166,0,27.53,0.857,46.83,1,23.593,7773.78,0
2,299.8,310.2,1573,33.3,168,0,26.18,0.573,49.36,2,15.001,8292.48,0
0,299.9,310.2,1479,46.3,173,0,28.98,0.882,49.35,0,25.56,8537.55,0
1,299.9,310.4,1820,26.6,175,0,29.9,0.862,57.93,1,25.774,10137.75,0
0,299.9,310.4,1419,45.7,178,0,30.83,0.64,45.24,2,19.731,8052.72,0
1,299.9,310.5,1335,52.9,180,0,32.71,0.565,66.28,0,18.481,11930.4,0
1,299.9,310.5,1576,39.4,183,0,29.63,0.607,65.46,1,17.985,11979.18,0
0,300.0,310.5,1517,42.2,186,0,22.5,1.0,61.19,2,22.5,11381.34,1
1,299.9,310.4,1576,34.3,188,0,26.11,0.931,55.44,0,24.308,10422.72,0
2,299.8,310.2,1537,36.6,191,0,39.77,0.669,64.37,1,26.606,12294.67,0
0,299.8,310.3,1524,34.2,196,0,30.9,0.559,52.24,2,17.273,10239.04,0
1,299.8,310.3,1805,23.7,198,0,37.48,0.668,47.76,0,25.037,9456.48,0
1,299.9,310.4,1367,53.3,201,0,33.58,0.687,66.9,1,23.069,13446.9,0
0,299.8,310.4,1694,30.3,204,0,28.97,0.463,58.18,2,13.413,11868.72,0
0,299.9,310.4,1328,49.9,206,0,29.21,0.662,48.16,0,19.337,9920.96,0
2,299.9,310.5,1549,42.8,208,0,27.85,0.848,50.82,1,23.617,10570.56,0
0,299.9,310.5,1539,32.8,213,0,21.05,0.38,47.64,2,7.999,10147.32,0
0,299.8,310.5,1496,38.8,215,0,28.07,0.774,75.22,0,21.726,16172.3,0
0,299.8,310.4,1579,36.4,0,0,32.84,0.856,55.04,1,28.111,0.0,0
0,299.7,310.3,1386,46.6,2,0,25.6,0.566,56.58,2,14.49,113.16,0
0,299.7,310.3,1505,37.7,4,0,29.65,0.904,62.21,0,26.804,248.84,0
1,299.7,310.3,1661,34.5,6,0,31.41,0.546,42.85,1,17.15,257.1,0
0,299.6,310.2,1468,48.0,9,0,24.36,0.716,65.97,2,17.442,593.73,1
0,299.6,310.1,1384,49.8,11,0,26.19,0.604,48.92,0,15.819,538.12,0
0,299.6,310.2,1381,60.5,13,0,23.93,0.604,73.3,1,14.454,952.9,0
0,299.6,310.2,1469,47.0,15,0,24.71,0.557,51.87,2,13.763,778.05,0
0,299.6,310.2,1627,36.6,17,0,22.85,0.755,65.38,0,17.252,1111.46,0
2,299.7,310.3,1462,40.4,19,0,24.4,0.777,30.03,1,18.959,570.57,0
0,299.7,310.2,1633,36.5,24,0,33.68,0.64,43.25,2,21.555,1038.0,0
0,299.7,310.2,1469,39.5,26,0,24.34,0.446,52.06,0,10.856,1353.56,0
0,299.7,310.2,1458,43.4,28,0,28.51,0.71,34.69,1,20.242,971.32,0
1,299.7,310.2,1440,42.8,30,0,25.99,0.713,61.01,2,18.531,1830.3,1
0,299.8,310.3,1687,30.4,33,0,32.72,0.617,58.13,0,20.188,1918.29,0
1,299.7,310.3,1429,47.7,35,0,33.24,0.93,45.09,1,30.913,1578.15,0
0,299.6,310.2,1588,34.1,38,0,31.46,0.415,54.84,2,13.056,2083.92,0
0,299.6,310.2,1333,51.2,40,0,29.22,0.317,63.06,0,9.263,2522.4,0
0,299.6,310.1,1487,42.9,42,0,27.08,0.54,33.97,1,14.623,1426.74,0
1,299.5,310.1,1659,31.5,44,0,23.23,0.757,42.27,2,17.585,1859.88,1
1,299.4,310.0,1512,43.2,47,0,35.77,0.492,51.65,0,17.599,2427.55,0
0,299.5,310.1,1585,35.2,50,0,24.96,0.503,55.24,1,12.555,2762.0,0
0,299.5,310.0,1502,38.5,52,0,30.65,0.793,54.41,2,24.305,2829.32,1
0,299.5,310.0,1594,35.1,54,0,32.24,0.719,63.89,0,23.181,3450.06,0
0,299.5,310.0,1412,48.9,56,0,25.78,0.707,59.77,1,18.226,3347.12,0
0,299.5,309.9,1402,51.7,58,0,32.15,0.767,61.97,2,24.659,3594.26,1
0,299.6,310.1,2057,20.4,60,0,31.06,0.586,41.1,0,18.201,2466.0,0
2,299.6,310.1,1531,36.8,62,0,34.91,0.593,56.45,1,20.702,3499.9,0
1,299.5,310.1,1359,61.1,67,0,26.12,0.771,51.93,2,20.139,3479.31,1
1,299.6,310.2,1620,30.0,70,0,22.86,0.448,69.62,0,10.241,4873.4,0
1,299.6,310.1,1646,29.6,73,0,25.98,0.329,56.74,1,8.547,4142.02,0
1,299.6,310.1,1455,46.1,76,0,28.84,0.585,48.31,2,16.871,3671.56,0
0,299.6,310.2,1512,44.0,79,0,28.23,0.79,63.53,0,22.302,5018.87,0
0,299.6,310.2,1473,42.7,81,0,26.43,0.688,60.63,1,18.184,4911.03,0
0,299.6,310.1,1553,38.0,83,0,20.36,0.779,46.78,2,15.86,3882.74,1
0,299.5,310.0,1379,50.4,85,0,29.88,0.348,51.52,0,10.398,4379.2,0
1,299.4,309.9,1567,40.6,87,0,35.89,0.697,51.69,1,25.015,4497.03,0
0,299.5,310.0,1481,43.1,90,0,29.86,0.748,67.27,2,22.335,6054.3,1
0,299.5,310.0,1349,52.7,92,0,30.44,0.447,57.03,0,13.607,5246.76,0
0,299.5,310.0,1388,52.4,94,0,30.29,0.779,62.27,1,23.596,5853.38,0
1,299.6,310.1,1357,48.7,96,0,29.59,0.633,50.07,2,18.73,4806.72,0
0,299.6,310.2,1743,24.8,99,0,31.73,1.0,58.35,0,31.73,5776.65,0
0,299.7,310.3,1495,43.1,101,0,29.58,0.323,68.03,1,9.554,6871.03,0
0,299.8,310.4,1698,28.3,103,0,26.75,0.855,51.39,2,22.871,5293.17,1
1,299.7,310.4,1410,44.5,105,0,24.82,0.591,56.15,0,14.669,5895.75,0
0,299.7,310.4,1614,36.2,108,0,27.0,0.407,41.37,1,10.989,4467.96,0
1,299.8,310.5,1375,53.9,110,0,29.26,0.571,47.34,2,16.707,5207.4,0
1,299.8,310.6,1574,31.8,113,0,26.74,0.692,51.66,0,18.504,5837.58,0
2,299.8,310.6,1423,44.6,116,0,29.26,0.806,44.39,1,23.584,5149.24,0
1,299.8,310.6,1694,31.3,121,0,29.76,0.908,68.22,2,27.022,8254.62,1
0,299.8,310.6,1707,32.5,124,0,31.33,0.863,46.62,0,27.038,5780.88,0
1,299.7,310.5,1490,41.2,126,0,33.13,0.505,62.87,1,16.731,7921.62,0
0,299.7,310.6,1675,31.3,129,0,28.31,0.82,56.87,2,23.214,7336.23,1
1,299.7,310.5,1492,39.3,131,0,22.77,0.709,55.31,0,16.144,7245.61,0
1,299.7,310.5,1594,35.4,134,0,26.62,0.552,69.86,1,14.694,9361.24,0
0,299.7,310.6,1479,38.0,137,0,28.18,0.618,32.39,2,17.415,4437.43,0
1,299.7,310.6,1572,38.0,139,0,20.66,0.544,53.04,0,11.239,7372.56,0
0,299.7,310.6,1616,35.1,142,0,33.55,0.656,44.2,1,22.009,6276.4,0
0,299.7,310.6,1737,26.1,144,0,28.57,0.541,35.39,2,15.456,5096.16,0
1,299.7,310.7,1498,37.8,146,0,29.53,0.496,43.05,0,14.647,6285.3,0
0,299.6,310.6,1642,35.1,149,0,33.46,0.722,55.17,1,24.158,8220.33,0
1,299.6,310.6,1633,34.2,151,0,25.48,0.744,47.75,2,18.957,7210.25,1
0,299.8,310.8,1409,51.9,154,0,30.3,0.622,63.97,0,18.847,9851.38,0
1,299.8,310.8,1463,43.5,156,0,27.56,0.855,52.86,1,23.564,8246.16,0
0,299.8,310.8,1376,48.6,159,0,27.26,0.611,51.75,2,16.656,8228.25,0
0,299.8,310.8,1553,32.2,161,0,24.91,0.605,51.8,0,15.071,8339.8,0
1,299.8,310.8,1530,35.2,163,0,34.66,0.749,54.02,1,25.96,8805.26,0
0,299.8,310.9,1545,40.7,166,0,26.5,0.63,50.82,2,16.695,8436.12,0
2,299.8,310.9,1427,47.2,168,0,30.8,0.663,46.49,0,20.42,7810.32,0
0,299.9,310.9,1292,51.1,173,0,20.5,0.272,64.89,1,5.576,11225.97,0
0,299.8,310.9,2084,17.6,175,0,32.72,0.653,48.76,2,21.366,8533.0,0
0,299.9,311.0,1747,27.6,177,0,32.21,0.376,51.16,0,12.111,9055.32,0
0,300.0,311.1,1425,47.8,179,0,28.39,0.467,59.29,1,13.258,10612.91,0
0,300.0,311.0,1637,33.6,181,0,27.09,0.45,58.19,2,12.19,10532.39,0
1,300.1,311.1,1616,35.2,183,0,29.6,0.494,46.07,0,14.622,8430.81,0
0,300.1,311.1,1619,33.4,186,0,37.16,0.568,62.55,1,21.107,11634.3,0
0,300.1,311.2,1489,39.1,188,0,20.95,0.577,60.38,2,12.088,11351.44,0
1,300.1,311.2,1452,42.4,190,0,31.13,0.75,56.78,0,23.348,10788.2,0
1,300.1,311.3,1495,41.0,193,0,24.35,0.683,50.69,1,16.631,9783.17,0
1,300.2,311.4,1427,39.7,196,0,27.92,0.365,50.93,2,10.191,9982.28,0
0,300.1,311.4,1572,36.2,199,0,27.01,0.662,52.98,0,17.881,10543.02,0
0,300.1,311.3,1547,40.0,201,0,26.29,0.698,42.68,1,18.35,8578.68,0
1,300.1,311.4,1342,48.5,203,0,27.96,0.601,54.61,2,16.804,11085.83,0
0,300.0,311.2,1351,44.1,206,0,23.46,0.641,63.92,0,15.038,13167.52,0
0,300.0,311.3,1407,47.3,208,0,32.12,0.679,63.76,1,21.809,13262.08,0
1,300.1,311.4,1575,29.8,210,0,20.82,0.765,51.19,2,15.927,10749.9,1
1,300.0,311.4,1791,24.1,213,0,30.16,0.414,65.64,0,12.486,13981.32,0
1,300.0,311.4,1692,29.0,216,1,26.69,0.613,74.06,1,16.361,15996.96,0
0,300.0,311.4,1634,31.9,0,0,23.32,0.876,51.84,2,20.428,0.0,1
1,300.0,311.4,1864,23.3,2,0,28.81,0.862,61.92,0,24.834,123.84,0
0,300.0,311.4,1590,33.6,5,0,21.77,0.778,32.37,1,16.937,161.85,0
1,300.0,311.4,1384,46.1,7,0,28.16,0.731,42.42,2,20.585,296.94,1
1,300.0,311.4,1352,61.8,10,0,22.31,0.898,55.91,0,20.034,559.1,0
0,300.1,311.4,1484,43.1,13,0,29.85,0.938,44.93,1,27.999,584.09,0
1,300.1,311.4,1913,21.9,15,0,24.3,0.631,75.39,2,15.333,1130.85,0
0,300.0,311.4,1508,38.2,18,0,26.2,0.505,60.98,0,13.231,1097.64,0
0,299.9,311.3,1504,40.7,20,0,29.18,0.609,64.66,1,17.771,1293.2,0
0,300.0,311.4,1487,41.2,22,0,24.91,1.0,54.71,2,24.91,1203.62,1
0,299.8,311.3,1727,30.0,24,0,27.77,0.415,44.97,0,11.525,1079.28,0
0,299.9,311.3,1647,27.5,26,0,21.94,0.579,49.81,1,12.703,1295.06,0
0,300.0,311.3,1493,41.4,28,0,30.52,0.438,57.54,2,13.368,1611.12,0
0,300.0,311.4,1655,29.6,30,0,35.06,0.669,48.62,0,23.455,1458.6,0
1,299.9,311.4,1337,54.8,32,0,39.17,0.47,61.71,1,18.41,1974.72,0
0,300.0,311.5,1601,36.9,35,0,28.36,0.634,62.11,2,17.98,2173.85,0
2,300.1,311.6,1589,37.9,37,0,31.15,0.357,55.05,0,11.121,2036.85,0
0,300.2,311.7,1286,55.1,42,0,20.88,0.743,36.74,1,15.514,1543.08,0
0,300.2,311.7,1553,41.3,44,0,34.01,0.833,72.15,2,28.33,3174.6,1
0,300.2,311.8,1379,51.0,46,0,31.1,0.592,52.87,0,18.411,2432.02,0
1,300.3,311.9,1677,30.8,48,0,26.06,0.63,82.09,1,16.418,3940.32,0
0,300.3,311.8,1488,38.4,51,0,32.95,0.625,61.53,2,20.594,3138.03,0
0,300.3,311.8,1418,45.9,53,0,26.98,0.677,52.9,0,18.265,2803.7,0
0,300.3,311.8,1451,41.0,55,0,26.17,0.644,59.48,1,16.853,3271.4,0
0,300.3,311.8,1508,43.1,57,0,29.9,0.765,34.81,2,22.874,1984.17,1
0,300.3,311.7,1579,33.6,59,0,23.75,0.835,65.26,0,19.831,3850.34,0
2,300.3,311.7,1432,47.7,61,0,32.09,0.528,80.67,1,16.944,4920.87,0
0,300.2,311.6,1446,47.3,66,0,23.78,0.604,34.11,2,14.363,2251.26,0
1,300.2,311.7,1597,39.5,68,0,23.8,0.785,52.13,0,18.683,3544.84,0
1,300.2,311.7,1397,50.2,71,0,24.36,0.437,53.95,1,10.645,3830.45,0
0,300.1,311.6,1530,36.6,74,0,31.04,0.354,63.75,2,10.988,4717.5,0
1,300.1,311.6,1433,51.4,76,0,25.53,0.684,76.06,0,17.463,5780.56,0
0,300.0,311.5,1591,32.0,79,0,22.61,0.724,58.83,1,16.37,4647.57,0
0,300.0,311.5,1445,41.6,81,0,25.58,0.542,76.42,2,13.864,6190.02,0
0,300.0,311.5,1749,28.3,83,0,27.87,0.563,56.7,0,15.691,4706.1,0
0,300.0,311.3,1703,30.4,85,0,23.28,0.536,59.51,1,12.478,5058.35,0
2,300.1,311.4,1518,46.9,87,0,23.39,0.52,58.28,2,12.163,5070.36,0
0,300.1,311.3,1535,42.3,92,0,36.45,0.754,67.2,0,27.483,6182.4,0
1,300.1,311.4,1390,52.1,94,0,24.56,0.473,50.78,1,11.617,4773.32,0
2,300.3,311.6,1801,23.6,97,0,26.71,0.61,63.18,2,16.293,6128.46,0
2,300.3,311.6,1463,41.6,102,0,26.53,0.514,42.69,0,13.636,4354.38,0
0,300.3,311.6,1560,37.7,107,0,26.31,0.432,52.15,1,11.366,5580.05,0
0,300.3,311.6,1607,33.5,109,0,30.49,0.781,48.63,2,23.813,5300.67,1
0,300.4,311.6,1332,54.6,111,0,31.79,0.572,55.88,0,18.184,6202.68,0
0,300.3,311.7,1365,53.3,113,0,26.78,0.678,51.84,1,18.157,5857.92,0
1,300.3,311.6,1617,32.5,115,0,23.05,0.424,66.32,2,9.773,7626.8,0
1,300.3,311.6,1304,62.8,118,0,33.1,0.539,46.21,0,17.841,5452.78,0
0,300.3,311.7,1989,22.3,121,0,27.62,0.763,37.69,1,21.074,4560.49,0
2,300.3,311.6,1339,53.4,123,0,34.92,1.0,41.43,2,34.92,5095.89,1
0,300.2,311.5,1492,41.8,128,0,19.02,0.354,64.94,0,6.733,8312.32,0
1,300.1,311.3,1518,40.2,130,0,28.78,0.62,45.3,1,17.844,5889.0,0
0,300.1,311.3,1479,39.5,133,0,35.67,0.712,58.98,2,25.397,7844.34,1
1,300.1,311.3,1523,34.1,135,0,26.59,0.558,52.05,0,14.837,7026.75,0
1,300.2,311.4,1570,35.3,138,0,27.1,0.777,63.24,1,21.057,8727.12,0
2,300.2,311.4,1506,36.1,141,0,29.18,0.52,52.69,2,15.174,7429.29,0
1,300.2,311.6,1510,47.5,146,0,25.76,0.673,82.64,0,17.336,12065.44,0
0,300.2,311.6,1671,28.8,149,0,26.75,0.572,73.98,1,15.301,11023.02,0
1,300.3,311.6,1312,53.4,151,0,26.65,0.833,51.85,2,22.199,7829.35,1
0,300.3,311.6,1595,38.8,154,0,25.49,0.549,50.48,0,13.994,7773.92,0
0,300.3,311.7,1635,31.8,156,0,32.92,0.597,86.32,1,19.653,13465.92,0
0,300.3,311.7,1707,33.6,158,0,29.84,0.792,44.21,2,23.633,6985.18,1
0,300.3,311.7,1545,43.5,160,0,29.0,0.496,54.45,0,14.384,8712.0,0
1,300.2,311.6,1751,28.0,162,0,31.23,0.66,55.22,1,20.612,8945.64,0
1,300.4,311.8,1707,30.0,165,0,26.94,0.377,54.98,2,10.156,9071.7,0
0,300.4,311.8,1320,57.9,168,0,24.9,0.487,37.61,0,12.126,6318.48,0
1,300.3,311.7,1319,51.4,170,0,25.59,0.707,59.97,1,18.092,10194.9,0
0,300.2,311.7,1448,54.2,173,0,28.01,0.501,45.3,2,14.033,7836.9,0
0,300.2,311.8,1436,48.2,175,0,23.76,0.568,69.36,0,13.496,12138.0,0
0,300.3,311.9,1609,34.0,177,0,26.0,0.724,40.44,1,18.824,7157.88,0
0,300.2,311.8,1464,44.5,179,0,25.94,0.563,55.59,2,14.604,9950.61,0
1,300.3,311.8,1483,45.1,181,0,36.5,0.773,32.84,0,28.214,5944.04,0
1,300.2,311.8,1748,28.5,184,0,16.9,0.682,33.46,1,11.526,6156.64,0
0,300.3,311.8,1746,26.3,187,0,27.28,0.715,46.61,2,19.505,8716.07,1
0,300.2,311.8,1410,51.4,189,0,34.9,0.836,48.02,0,29.176,9075.78,0
0,300.2,311.7,1640,30.8,191,0,28.49,0.698,69.66,1,19.886,13305.06,0
2,300.3,311.7,1655,29.9,193,0,31.01,0.881,54.59,2,27.32,10535.87,1
1,300.3,311.7,1646,28.9,198,0,28.4,0.787,67.92,0,22.351,13448.16,0
0,300.4,311.8,1589,42.0,201,0,25.33,0.571,51.2,1,14.463,10291.2,0
0,300.5,311.9,1546,39.4,203,0,19.03,0.844,61.06,2,16.061,12395.18,1
0,300.5,311.9,1511,41.8,205,0,28.82,0.69,47.75,0,19.886,9788.75,0
0,300.5,311.9,1750,28.3,207,0,24.9,0.591,47.07,1,14.716,9743.49,0
1,300.5,311.9,1730,27.5,209,0,24.8,0.692,36.79,2,17.162,7689.11,0
0,300.6,311.9,1372,60.1,212,1,26.0,0.817,58.36,0,21.242,12372.32,0
0,300.5,311.8,1524,38.9,214,1,34.98,0.718,57.62,1,25.116,12330.68,0
0,300.4,311.8,1601,36.1,0,0,37.62,0.923,62.77,2,34.723,0.0,1
1,300.5,311.8,1636,34.4,2,0,28.87,0.813,57.15,0,23.471,114.3,0
0,300.4,311.8,2261,14.9,5,0,26.14,0.728,75.26,1,19.03,376.3,0
0,300.4,311.8,1636,32.3,7,0,23.29,0.496,56.76,2,11.552,397.32,0
1,300.4,311.9,1335,58.3,9,0,29.87,0.623,64.92,0,18.609,584.28,0
1,300.3,311.7,1236,57.5,12,0,35.13,0.661,51.76,1,23.221,621.12,0
0,300.3,311.7,1445,47.3,15,0,27.01,0.754,45.92,2,20.366,688.8,1
0,300.2,311.5,1500,40.8,17,0,18.48,0.746,62.18,0,13.786,1057.06,0
0,300.2,311.6,1999,21.0,19,0,30.68,0.675,54.11,1,20.709,1028.09,0
0,300.2,311.6,1529,35.5,21,0,31.94,0.668,63.32,2,21.336,1329.72,0
1,300.2,311.6,1467,40.7,23,0,21.66,0.758,58.53,0,16.418,1346.19,0
0,300.1,311.5,1334,54.0,26,0,28.71,0.521,47.07,1,14.958,1223.82,0
1,300.1,311.5,1343,46.2,28,0,29.8,0.904,65.74,2,26.939,1840.72,1
0,300.2,311.5,1639,31.1,31,0,27.71,0.343,46.29,0,9.505,1434.99,0
2,300.1,311.5,1383,49.1,33,0,24.84,0.868,61.25,1,21.561,2021.25,0
0,300.1,311.4,1660,31.4,38,0,32.06,0.643,67.82,2,20.615,2577.16,0
0,300.1,311.3,1470,45.2,40,0,26.39,0.8,51.15,0,21.112,2046.0,0
1,300.1,311.3,1748,26.6,42,0,22.06,0.705,66.56,1,15.552,2795.52,0
0,300.1,311.4,1467,35.7,45,0,19.8,0.702,58.98,2,13.9,2654.1,1
1,300.1,311.4,1617,39.3,47,0,33.04,0.733,63.52,0,24.218,2985.44,0
2,300.1,311.4,1377,56.7,50,0,30.47,0.771,46.63,1,23.492,2331.5,0
1,300.0,311.3,1629,32.1,55,0,28.35,0.601,57.14,2,17.038,3142.7,0
0,300.0,311.2,1504,37.9,58,0,26.24,0.805,40.92,0,21.123,2373.36,0
0,300.0,311.2,1418,47.3,60,0,25.88,0.487,72.11,1,12.604,4326.6,0
0,300.0,311.2,1629,31.7,62,0,23.7,0.649,34.86,2,15.381,2161.32,0
0,300.1,311.3,2579,12.5,64,1,26.27,0.775,51.45,0,20.359,3292.8,0
0,300.1,311.3,1305,64.7,66,0,19.52,0.799,45.68,1,15.596,3014.88,0
1,300.2,311.4,1450,38.5,68,0,25.06,0.719,61.75,2,18.018,4199.0,1
0,300.2,311.3,1487,36.9,71,0,26.76,0.591,74.24,0,15.815,5271.04,0
1,300.2,311.3,1587,31.2,73,0,30.44,0.785,61.55,1,23.895,4493.15,0
1,300.3,311.5,1528,40.9,76,0,27.84,0.55,84.61,2,15.312,6430.36,0
1,300.4,311.6,1401,49.9,79,0,31.18,0.913,41.22,0,28.467,3256.38,0
0,300.3,311.5,1446,45.0,82,0,33.4,0.637,41.99,1,21.276,3443.18,0
0,300.2,311.4,1425,44.2,84,0,32.23,0.419,46.07,2,13.504,3869.88,0
0,300.2,311.4,1891,22.6,86,0,29.88,0.471,56.21,0,14.073,4834.06,0
2,300.2,311.5,1454,42.8,88,0,28.05,0.657,44.73,1,18.429,3936.24,0
0,300.1,311.4,1430,40.9,93,0,24.08,0.671,47.48,2,16.158,4415.64,0
0,300.2,311.4,1495,43.6,95,0,30.96,0.945,61.2,0,29.257,5814.0,0
0,300.3,311.4,1544,41.6,97,0,34.72,0.494,42.61,1,17.152,4133.17,0
1,300.3,311.4,1554,34.3,99,0,29.37,0.656,43.67,2,19.267,4323.33,0
1,300.2,311.3,1491,37.3,102,0,35.67,0.491,51.01,0,17.514,5203.02,0
0,300.3,311.3,1525,40.7,105,0,21.9,0.576,51.96,1,12.614,5455.8,0
0,300.3,311.3,1505,39.6,107,0,23.38,0.903,65.1,2,21.112,6965.7,1
1,300.3,311.4,1371,50.2,109,0,31.42,0.48,45.99,0,15.082,5012.91,0
0,300.3,311.3,1332,60.5,112,0,29.06,0.738,47.8,1,21.446,5353.6,0
0,300.3,311.4,1471,37.0,114,0,33.26,0.709,60.82,2,23.581,6933.48,1
1,300.4,311.5,1750,27.3,116,0,27.94,0.646,63.01,0,18.049,7309.16,0
1,300.3,311.4,1386,48.1,119,0,24.53,0.728,69.29,1,17.858,8245.51,0
1,300.4,311.4,1355,56.2,122,0,27.15,0.476,59.69,2,12.923,7282.18,0
1,300.3,311.3,1377,53.8,125,0,21.87,0.898,56.3,0,19.639,7037.5,0
0,300.3,311.1,1388,49.4,128,0,23.49,0.939,60.75,1,22.057,7776.0,0
1,300.3,311.1,1350,58.7,130,0,31.89,0.657,52.33,2,20.952,6802.9,0
1,300.4,311.2,1831,23.4,133,0,31.49,1.0,52.25,0,31.49,6949.25,0
1,300.3,311.2,1381,65.2,136,1,29.45,0.59,37.26,1,17.376,5067.36,0
1,300.3,311.2,1783,25.6,139,0,21.12,0.71,63.93,2,14.995,8886.27,1
0,300.3,311.0,1613,34.7,142,0,26.57,0.865,57.11,0,22.983,8109.62,0
1,300.2,311.0,2370,14.7,144,0,23.1,0.581,62.77,1,13.421,9038.88,0
0,300.2,311.0,1627,33.7,147,0,32.71,0.443,26.84,2,14.491,3945.48,0
0,300.2,311.0,1255,71.8,149,1,25.67,0.408,54.53,0,10.473,8124.97,0
2,300.2,311.0,1777,27.5,151,0,23.66,0.959,46.44,1,22.69,7012.44,0
0,300.3,311.1,1606,30.9,156,0,28.12,0.571,70.01,2,16.057,10921.56,0
0,300.3,311.1,1676,28.6,158,0,25.44,0.622,61.14,0,15.824,9660.12,0
0,300.3,311.1,1605,37.1,160,0,33.93,0.483,57.34,1,16.388,9174.4,0
0,300.4,311.1,1487,37.4,162,0,25.06,0.792,50.68,2,19.848,8210.16,1
0,300.4,311.2,1471,46.5,164,0,22.4,0.533,58.97,0,11.939,9671.08,0
1,300.3,311.1,1477,44.2,166,0,19.39,0.576,45.72,1,11.169,7589.52,0
0,300.4,311.2,1530,32.0,169,0,27.88,0.695,54.0,2,19.377,9126.0,0
0,300.4,311.2,1673,28.9,171,0,25.75,0.49,49.22,0,12.618,8416.62,0
0,300.4,311.2,1436,56.8,173,0,22.28,0.623,77.66,1,13.88,13435.18,0
0,300.4,311.3,1495,51.2,175,0,32.76,0.86,69.7,2,28.174,12197.5,1
1,300.4,311.2,1366,56.1,177,0,30.67,0.714,65.63,0,21.898,11616.51,0
2,300.4,311.2,1489,45.3,180,0,27.89,0.67,40.1,1,18.686,7218.0,0
0,300.3,311.1,1480,46.6,185,0,33.46,0.682,63.64,2,22.82,11773.4,0
0,300.4,311.2,1472,37.3,187,0,30.65,0.592,56.88,0,18.145,10636.56,0
0,300.4,311.1,1397,50.8,189,0,24.71,0.949,67.23,1,23.45,12706.47,0
0,300.4,311.1,1589,35.5,191,0,23.84,0.528,58.22,2,12.588,11120.02,0
0,300.4,311.1,1405,54.1,193,0,31.27,0.682,54.93,0,21.326,10601.49,0
0,300.4,311.1,2013,20.1,195,0,29.59,0.667,57.34,1,19.737,11181.3,0
0,300.4,311.0,1802,26.0,197,0,28.68,0.801,36.94,2,22.973,7277.18,1
1,300.4,311.0,1433,46.1,199,0,24.61,0.815,47.33,0,20.057,9418.67,0
1,300.5,311.1,1296,61.3,202,1,30.43,0.645,58.73,1,19.627,11863.46,0
1,300.5,311.2,1551,36.6,205,0,24.98,0.694,66.39,2,17.336,13609.95,0
